Authors,Title,Journal,Year,Host subfamily,Host genus,Host species,Virus subfamily,Virus genus,Virus strain or sequence,Tissue tested?,nSamples,nPositive,Prevalence,Detection type,Study type,Detection method,Detection method specific,Gene/Antigen Target,Sample type,Isolation successful,Country,State or Region,Site,Latitude,Longitude,SamplingYear,SamplingMonth,StartYear,StartMonth,EndYear,EndMonth,Season,Notes
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,conspicillatus,rubulavirinae,pararubulavirus,menangle virus,blood or serum,20,5,,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,australia,queensland,NA,,,NA,NA,1995,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,scapulatus,rubulavirinae,pararubulavirus,menangle virus,blood or serum,98,1,,single,cross-sectional,serology,virus neutralization test,NA,blood,NA,australia,"new south wales, queensland, western australia",NA,,,NA,NA,1995,NA,2000,NA,NA,"n=6 new south wales, n=26 queensland, n=66 western australia"
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,lung,202,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,kidney,196,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,spleen,193,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,heart,161,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,brain,158,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,reproductive tract,144,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,intestine,128,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,liver,40,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,placenta,28,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,"pooled fetal tisses (brain, lung, heart, kidney and/or spleen)",25,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,poliocephalus,rubulavirinae,pararubulavirus,menangle virus,feces,103,0,,single,cross-sectional,virus isolation,cell culture,NA,feces,0,australia,new south wales,"sydney basin, north coast, south coast, central coast",,,NA,NA,1997,NA,2000,NA,NA,"68 individual fecal samples examined under electron microscopy, 21 samples had paramyxovirus-like particles observed; four pooled urine/feces samples from under menangle colony also had paramyxovirus-like particles observed under microscopy"
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,lung,3,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,kidney,3,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,spleen,3,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,heart,1,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,brain,1,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,intestine,1,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,alecto,rubulavirinae,pararubulavirus,menangle virus,liver,1,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,north coast,,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,scapulatus,rubulavirinae,pararubulavirus,menangle virus,lung,5,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"central coast, central tablelands, central west",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,scapulatus,rubulavirinae,pararubulavirus,menangle virus,kidney,5,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"central coast, central tablelands, central west",,,NA,NA,1997,NA,2000,NA,NA,
"Philbey, AW; Kirkland, PD; Ross, AD; Field, HE; Srivastava, M; Davis, RJ; Love, RJ",Infection with Menangle virus in flying foxes (Pteropus spp.) in Australia,australian veterinary journal,2008,pteropodinae,pteropus,scapulatus,rubulavirinae,pararubulavirus,menangle virus,spleen,5,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,australia,new south wales,"central coast, central tablelands, central west",,,NA,NA,1997,NA,2000,NA,NA,
"Smith, I; Broos, A; de Jong, C; Zeddeman, A; Smith, C; Smith, G; Moore, F; Barr, J; Crameri, G; Marsh, G; Tachedjian, M; Yu, M; Kung, YH; Wang, LF; Field, H",Identifying Hendra Virus Diversity in Pteropid Bats,plos one,2011,pteropodinae,pteropus,"alecto, conspicillatus, poliocephalus",orthoparamyxovirinae,henipavirus,hendra virus,urine,30,4,,pooled,cross-sectional,virus isolation,cell culture,NA,urine,1,australia,queensland,"cedar grove, yeppoon, tolga scrub",,,NA,NA,2008,december,2010,march,NA,"isolation attempted from 30 PCR-positive samples (Field et al. 2011, plos one)"
"Raut, CG; Yadav, PD; Towner, JS; Amman, BR; Erickson, BR; Cannon, DL; Sivaram, A; Basu, A; Nichol, ST; Mishra, AC; Mourya, DT",Isolation of a Novel Adenovirus from Rousettus leschenaultii Bats from India,intervirology,2012,rousettinae,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,"liver, spleen",153,0,,single,cross-sectional,virus isolation,cell culture,NA,tissue,0,india,maharashtra,mahabaleshwar,,,NA,NA,NA,NA,NA,NA,NA,
"Raut, CG; Yadav, PD; Towner, JS; Amman, BR; Erickson, BR; Cannon, DL; Sivaram, A; Basu, A; Nichol, ST; Mishra, AC; Mourya, DT",Isolation of a Novel Adenovirus from Rousettus leschenaultii Bats from India,intervirology,2012,rousettinae,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,"liver, spleen",153,0,,single,cross-sectional,PCR,qRT-PCR,NA,tissue,NA,india,maharashtra,mahabaleshwar,,,NA,NA,NA,NA,NA,NA,NA,
"Raut, CG; Yadav, PD; Towner, JS; Amman, BR; Erickson, BR; Cannon, DL; Sivaram, A; Basu, A; Nichol, ST; Mishra, AC; Mourya, DT",Isolation of a Novel Adenovirus from Rousettus leschenaultii Bats from India,intervirology,2012,rousettinae,rousettus,leschenaultii,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,153,0,,single,cross-sectional,serology,ELISA,NA,blood,NA,india,maharashtra,mahabaleshwar,,,NA,NA,NA,NA,NA,NA,NA,
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,19,14,,single,longitudinal,serology,serum neutralization test,NA,blood,NA,malaysia,"lenggong, kampung gajah",NA,,,NA,NA,2004,june,2005,june,NA,"14 of 19 bats seropositive upon entry to study; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,272,0,,single,longitudinal,virus isolation,cell culture,NA,blood,NA,malaysia,"lenggong, kampung gajah",NA,,,NA,NA,2004,june,2005,june,NA,"captive colony at taiping zoo, perak; bats caught at two sites: 5 deg 07' 01.1 N, 100 deg 58' 32.7 E, 4 deg 10' 35 N, 100 deg 55'37 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,throat,272,0,,single,longitudinal,virus isolation,cell culture,NA,swab,NA,malaysia,"lenggong, kampung gajah",NA,,,NA,NA,2004,june,2005,june,NA,"captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,"urine, urogenital",272,1,,single,longitudinal,virus isolation,cell culture,NA,"urine, swab",NA,malaysia,"lenggong, kampung gajah",NA,,,NA,NA,2004,june,2005,june,NA,"positive sample from may 2005; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,blood or serum,5,0,,single,longitudinal,virus isolation,cell culture,NA,blood,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,brain,5,0,,single,longitudinal,virus isolation,cell culture,NA,tissue,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,heart,5,0,,single,longitudinal,virus isolation,cell culture,NA,tissue,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,liver,5,0,,single,longitudinal,virus isolation,cell culture,NA,tissue,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,lung,5,0,,single,longitudinal,virus isolation,cell culture,NA,tissue,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,kidney,5,0,,single,longitudinal,virus isolation,cell culture,NA,tissue,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
"Sohayati, AR; Hassan, L; Sharifah, SH; Lazarus, K; Zaini, CM; Epstein, JH; Naim, NS; Field, HE; Arshad, SS; Aziz, JA; Daszak, P",Evidence for Nipah virus recrudescence and serological patterns of captive Pteropus vampyrus,epidemiology and infection,2011,pteropodinae,pteropus,vampyrus,orthoparamyxovirinae,henipavirus,nipah virus,spleen,5,0,,single,longitudinal,virus isolation,cell culture,NA,tissue,NA,malaysia,"lenggong, kampung gajah",NA,,,2005,june,NA,NA,NA,NA,NA,"five seropositive bats euthanized at end of study and viral isolation attempted from tissues; captive colony at taiping zoo, perak; bats caught at two sites: 5.116972 N, 100.97575 E; 4.176389 N, 100.926944 E"
